Result,Profit,Expected Payoff,Profit Factor,Recovery Factor,Sharpe Ratio,Equity DD %,Trades
0.16,-393.11,-30.239231,0.472668,-0.581137,-2.338293,12.926,13
0.16,-75.8,-5.053333,0,-0.908873,-5,1.6655,15
0.13,42.52,3.543333,1.100148,0.148791,0.483703,5.5293,12
0.11,-105.42,-8.109231,0.558986,-0.476152,-3.115301,4.3677,13
0.1,-275.64,-13.125714,0.848623,-0.151031,-2.224419,31.0574,21
0.09,-130,-10.833333,0.61298,-0.445205,-4.858539,5.6957,12
0.09,-21.07,-1.755833,0.83361,-0.142586,-2.01608,2.8824,12
0.09,-79.9,-6.658333,0.525957,-0.563271,-2.525044,2.825,12
0.03,-1349.46,-103.804615,0.424483,-0.801028,-2.262485,31.5763,13
0.01,-1431.1,-143.11,0.220275,-0.809918,-3.478996,33.1149,10
